"company_name","product_name","unit_price","quantity","order_date","required_date","shipped_date","freight","contact_name","contact_title"
"Du monde entier","Chai",18,3,"1997-07-24","1997-08-21","1997-07-30",1.85,"Janine Labrune","Owner"
"Du monde entier","Ikura",31,10,"1997-07-24","1997-08-21","1997-07-30",1.85,"Janine Labrune","Owner"
"Du monde entier","Sir Rodney's Scones",10,6,"1997-07-24","1997-08-21","1997-07-30",1.85,"Janine Labrune","Owner"
"Du monde entier","Jack's New England Clam Chowder",9.65,14,"1998-02-16","1998-03-16","1998-02-18",32.76,"Janine Labrune","Owner"
"Du monde entier","Filo Mix",7,9,"1997-09-26","1997-10-24","1997-10-01",4.4,"Janine Labrune","Owner"
"Du monde entier","Sasquatch Ale",14,10,"1998-02-16","1998-03-16","1998-02-18",32.76,"Janine Labrune","Owner"
"Du monde entier","Gudbrandsdalsost",28.8,7,"1996-09-20","1996-10-04","1996-09-26",24.69,"Janine Labrune","Owner"
"Du monde entier","Singaporean Hokkien Fried Mee",11.2,6,"1996-09-20","1996-10-04","1996-09-26",24.69,"Janine Labrune","Owner"
"Du monde entier","Alice Mutton",39,15,"1998-02-16","1998-03-16","1998-02-18",32.76,"Janine Labrune","Owner"
"Eastern Connection","Geitost",2.5,30,"1998-04-15","1998-05-13","1998-04-20",74.36,"Ann Devon","Sales Agent"
"Eastern Connection","Steeleye Stout",14.4,35,"1997-01-01","1997-01-29","1997-01-16",83.93,"Ann Devon","Sales Agent"
"Eastern Connection","Gumbär Gummibärchen",31.23,12,"1998-04-15","1998-05-13","1998-04-20",74.36,"Ann Devon","Sales Agent"
"Eastern Connection","Flotemysost",17.2,5,"1996-11-26","1997-01-07","1996-12-04",71.97,"Ann Devon","Sales Agent"
"Eastern Connection","Chef Anton's Gumbo Mix",21.35,30,"1998-04-24","1998-05-22","1998-05-01",46.62,"Ann Devon","Sales Agent"
"Eastern Connection","Chai",18,25,"1998-04-24","1998-05-22","1998-05-01",46.62,"Ann Devon","Sales Agent"
"Eastern Connection","Chef Anton's Cajun Seasoning",22,25,"1997-11-03","1997-11-17","1997-12-05",16.56,"Ann Devon","Sales Agent"
"Eastern Connection","Queso Cabrales",21,5,"1997-11-03","1997-11-17","1997-12-05",16.56,"Ann Devon","Sales Agent"
"Eastern Connection","Louisiana Hot Spiced Okra",17,24,"1997-05-09","1997-06-06","1997-05-12",74.46,"Ann Devon","Sales Agent"
"Eastern Connection","Camembert Pierrot",34,50,"1998-04-28","1998-05-12","1998-05-01",278.96,"Ann Devon","Sales Agent"
"Eastern Connection","Gudbrandsdalsost",28.8,30,"1996-11-26","1997-01-07","1996-12-04",71.97,"Ann Devon","Sales Agent"
"Eastern Connection","Pâté chinois",24,35,"1998-04-28","1998-05-12","1998-05-01",278.96,"Ann Devon","Sales Agent"
"Eastern Connection","Uncle Bob's Organic Dried Pears",30,40,"1998-04-28","1998-05-12","1998-05-01",278.96,"Ann Devon","Sales Agent"
"Eastern Connection","Mozzarella di Giovanni",34.8,20,"1998-03-31","1998-04-28","1998-04-06",185.48,"Ann Devon","Sales Agent"
"Eastern Connection","Ipoh Coffee",46,6,"1998-03-31","1998-04-28","1998-04-06",185.48,"Ann Devon","Sales Agent"
"Eastern Connection","Uncle Bob's Organic Dried Pears",30,60,"1998-03-31","1998-04-28","1998-04-06",185.48,"Ann Devon","Sales Agent"
"Eastern Connection","Maxilaku",16,30,"1997-01-01","1997-01-29","1997-01-16",83.93,"Ann Devon","Sales Agent"
"Eastern Connection","Thüringer Rostbratwurst",99,21,"1997-01-01","1997-01-29","1997-01-16",83.93,"Ann Devon","Sales Agent"
"Eastern Connection","Nord-Ost Matjeshering",25.89,15,"1997-05-09","1997-06-06","1997-05-12",74.46,"Ann Devon","Sales Agent"
"Eastern Connection","Flotemysost",21.5,50,"1998-04-15","1998-05-13","1998-04-20",74.36,"Ann Devon","Sales Agent"
"Eastern Connection","Louisiana Fiery Hot Pepper Sauce",21.05,21,"1998-04-15","1998-05-13","1998-04-20",74.36,"Ann Devon","Sales Agent"
"Ernst Handel","Tofu",23.25,11,"1997-06-17","1997-07-29","1997-07-04",26.06,"Roland Mendel","Sales Manager"
"Ernst Handel","Queso Manchego La Pastora",38,36,"1997-08-15","1997-09-12","1997-08-18",477.9,"Roland Mendel","Sales Manager"
"Ernst Handel","Konbu",6,13,"1997-08-15","1997-09-12","1997-08-18",477.9,"Roland Mendel","Sales Manager"
"Ernst Handel","Gumbär Gummibärchen",31.23,35,"1997-08-15","1997-09-12","1997-08-18",477.9,"Roland Mendel","Sales Manager"
"Ernst Handel","Tarte au sucre",49.3,80,"1997-08-15","1997-09-12","1997-08-18",477.9,"Roland Mendel","Sales Manager"
"Ernst Handel","Pavlova",17.45,65,"1997-12-24","1998-01-21","1998-01-20",126.66,"Roland Mendel","Sales Manager"
"Ernst Handel","Alice Mutton",39,35,"1997-12-24","1998-01-21","1998-01-20",126.66,"Roland Mendel","Sales Manager"
"Ernst Handel","Alice Mutton",39,33,"1997-12-11","1998-01-08","1997-12-16",96.43,"Roland Mendel","Sales Manager"
"Ernst Handel","Gorgonzola Telino",12.5,70,"1997-12-11","1998-01-08","1997-12-16",96.43,"Roland Mendel","Sales Manager"
"Ernst Handel","Rhönbräu Klosterbier",7.75,7,"1997-12-11","1998-01-08","1997-12-16",96.43,"Roland Mendel","Sales Manager"
"Ernst Handel","Wimmers gute Semmelknödel",33.25,130,"1998-05-05","1998-06-02",NULL,258.64,"Roland Mendel","Sales Manager"
"Ernst Handel","Valkoinen suklaa",16.25,22,"1998-05-05","1998-06-02",NULL,258.64,"Roland Mendel","Sales Manager"
"Ernst Handel","Jack's New England Clam Chowder",9.65,40,"1998-05-05","1998-06-02",NULL,258.64,"Roland Mendel","Sales Manager"
"Ernst Handel","Flotemysost",21.5,16,"1997-12-10","1998-01-07","1998-01-02",11.19,"Roland Mendel","Sales Manager"
"Ernst Handel","Gorgonzola Telino",12.5,16,"1997-12-15","1998-01-12","1997-12-18",351.53,"Roland Mendel","Sales Manager"
"Ernst Handel","Outback Lager",15,30,"1998-04-13","1998-05-11","1998-04-20",754.26,"Roland Mendel","Sales Manager"
"Ernst Handel","Chang",19,8,"1998-05-05","1998-06-02",NULL,258.64,"Roland Mendel","Sales Manager"
"Ernst Handel","Raclette Courdavault",55,110,"1998-04-13","1998-05-11","1998-04-20",754.26,"Roland Mendel","Sales Manager"
"Ernst Handel","Aniseed Syrup",10,25,"1998-04-13","1998-05-11","1998-04-20",754.26,"Roland Mendel","Sales Manager"
"Ernst Handel","Côte de Blaye",210.8,20,"1996-11-11","1996-12-09","1996-11-20",162.33,"Roland Mendel","Sales Manager"
"Ernst Handel","Jack's New England Clam Chowder",7.7,13,"1996-11-11","1996-12-09","1996-11-20",162.33,"Roland Mendel","Sales Manager"
"Ernst Handel","Gula Malacca",15.5,77,"1996-11-11","1996-12-09","1996-11-20",162.33,"Roland Mendel","Sales Manager"
"Ernst Handel","Louisiana Fiery Hot Pepper Sauce",16.8,10,"1996-11-11","1996-12-09","1996-11-20",162.33,"Roland Mendel","Sales Manager"
"Ernst Handel","Sir Rodney's Scones",8,5,"1996-11-29","1996-12-27","1996-12-02",101.95,"Roland Mendel","Sales Manager"
"Ernst Handel","Rössle Sauerkraut",36.4,13,"1996-11-29","1996-12-27","1996-12-02",101.95,"Roland Mendel","Sales Manager"
"Ernst Handel","Ravioli Angelo",15.6,25,"1996-11-29","1996-12-27","1996-12-02",101.95,"Roland Mendel","Sales Manager"
"Ernst Handel","Wimmers gute Semmelknödel",26.6,35,"1996-11-29","1996-12-27","1996-12-02",101.95,"Roland Mendel","Sales Manager"
"Ernst Handel","Flotemysost",21.5,21,"1998-04-08","1998-05-06",NULL,79.46,"Roland Mendel","Sales Manager"
"Ernst Handel","Sasquatch Ale",14,90,"1998-04-08","1998-05-06",NULL,79.46,"Roland Mendel","Sales Manager"
"Ernst Handel","Rössle Sauerkraut",45.6,70,"1998-04-08","1998-05-06",NULL,79.46,"Roland Mendel","Sales Manager"
"Ernst Handel","Chef Anton's Gumbo Mix",17,32,"1996-12-13","1997-01-10","1996-12-16",94.77,"Roland Mendel","Sales Manager"
"Ernst Handel","Carnarvon Tigers",50,9,"1996-12-13","1997-01-10","1996-12-16",94.77,"Roland Mendel","Sales Manager"
"Ernst Handel","Thüringer Rostbratwurst",99,14,"1996-12-13","1997-01-10","1996-12-16",94.77,"Roland Mendel","Sales Manager"
"Ernst Handel","Geitost",2,60,"1996-12-13","1997-01-10","1996-12-16",94.77,"Roland Mendel","Sales Manager"
"Ernst Handel","Longlife Tofu",8,50,"1996-12-13","1997-01-10","1996-12-16",94.77,"Roland Mendel","Sales Manager"
"Ernst Handel","Gustaf's Knäckebröd",21,52,"1998-01-16","1998-02-13","1998-01-21",411.88,"Roland Mendel","Sales Manager"
"Ernst Handel","Steeleye Stout",18,6,"1998-01-16","1998-02-13","1998-01-21",411.88,"Roland Mendel","Sales Manager"
"Ernst Handel","Gorgonzola Telino",10,60,"1996-12-23","1997-01-20","1996-12-26",126.38,"Roland Mendel","Sales Manager"
"Ernst Handel","Steeleye Stout",14.4,40,"1996-12-23","1997-01-20","1996-12-26",126.38,"Roland Mendel","Sales Manager"
"Ernst Handel","Spegesild",9.6,45,"1996-12-23","1997-01-20","1996-12-26",126.38,"Roland Mendel","Sales Manager"
"Ernst Handel","Mozzarella di Giovanni",27.8,24,"1996-12-23","1997-01-20","1996-12-26",126.38,"Roland Mendel","Sales Manager"
"Ernst Handel","Ravioli Angelo",19.5,24,"1998-01-16","1998-02-13","1998-01-21",411.88,"Roland Mendel","Sales Manager"
"Ernst Handel","Camembert Pierrot",34,60,"1998-01-16","1998-02-13","1998-01-21",411.88,"Roland Mendel","Sales Manager"
"Ernst Handel","Wimmers gute Semmelknödel",33.25,30,"1998-01-16","1998-02-13","1998-01-21",411.88,"Roland Mendel","Sales Manager"
"Ernst Handel","Sirop d'érable",28.5,66,"1998-04-01","1998-05-13","1998-04-07",117.61,"Roland Mendel","Sales Manager"
"Ernst Handel","Pâté chinois",24,65,"1998-04-01","1998-05-13","1998-04-07",117.61,"Roland Mendel","Sales Manager"
"Ernst Handel","Sasquatch Ale",14,60,"1998-04-01","1998-05-13","1998-04-07",117.61,"Roland Mendel","Sales Manager"
"Ernst Handel","Sir Rodney's Scones",10,65,"1998-04-01","1998-05-13","1998-04-07",117.61,"Roland Mendel","Sales Manager"
"Ernst Handel","Tunnbröd",7.2,60,"1997-01-02","1997-02-13","1997-01-10",67.88,"Roland Mendel","Sales Manager"
"Ernst Handel","Vegie-spread",35.1,65,"1997-01-02","1997-02-13","1997-01-10",67.88,"Roland Mendel","Sales Manager"
"Ernst Handel","Pavlova",13.9,21,"1997-01-03","1997-01-31","1997-01-09",73.79,"Roland Mendel","Sales Manager"
"Ernst Handel","Chocolade",10.2,70,"1997-01-03","1997-01-31","1997-01-09",73.79,"Roland Mendel","Sales Manager"
"Ernst Handel","Ikura",31,100,"1998-01-27","1998-02-24","1998-02-05",100.22,"Roland Mendel","Sales Manager"
"Ernst Handel","Konbu",6,65,"1998-01-27","1998-02-24","1998-02-05",100.22,"Roland Mendel","Sales Manager"
"Ernst Handel","Alice Mutton",31.2,45,"1997-01-30","1997-02-13","1997-02-03",458.78,"Roland Mendel","Sales Manager"
"Ernst Handel","Sir Rodney's Scones",8,50,"1997-01-30","1997-02-13","1997-02-03",458.78,"Roland Mendel","Sales Manager"
"Ernst Handel","Gnocchi di nonna Alice",30.4,30,"1997-01-30","1997-02-13","1997-02-03",458.78,"Roland Mendel","Sales Manager"
"Ernst Handel","Raclette Courdavault",44,70,"1997-01-30","1997-02-13","1997-02-03",458.78,"Roland Mendel","Sales Manager"
"Ernst Handel","Vegie-spread",43.9,35,"1998-03-26","1998-04-23","1998-03-31",353.07,"Roland Mendel","Sales Manager"
"Ernst Handel","Gorgonzola Telino",12.5,24,"1998-03-26","1998-04-23","1998-03-31",353.07,"Roland Mendel","Sales Manager"
"Ernst Handel","Schoggi Schokolade",43.9,30,"1998-03-26","1998-04-23","1998-03-31",353.07,"Roland Mendel","Sales Manager"
"Ernst Handel","Guaraná Fantástica",4.5,80,"1998-03-26","1998-04-23","1998-03-31",353.07,"Roland Mendel","Sales Manager"
"Ernst Handel","Outback Lager",15,8,"1997-10-09","1997-11-06","1997-10-17",272.47,"Roland Mendel","Sales Manager"
"Ernst Handel","Louisiana Fiery Hot Pepper Sauce",21.05,65,"1997-10-09","1997-11-06","1997-10-17",272.47,"Roland Mendel","Sales Manager"
"Ernst Handel","Queso Manchego La Pastora",38,20,"1998-03-26","1998-04-23","1998-03-31",353.07,"Roland Mendel","Sales Manager"
"Ernst Handel","Uncle Bob's Organic Dried Pears",30,18,"1998-03-26","1998-04-23","1998-03-31",353.07,"Roland Mendel","Sales Manager"
"Ernst Handel","Thüringer Rostbratwurst",123.79,12,"1997-10-09","1997-11-06","1997-10-17",272.47,"Roland Mendel","Sales Manager"
"Ernst Handel","Alice Mutton",39,8,"1997-10-09","1997-11-06","1997-10-17",272.47,"Roland Mendel","Sales Manager"
"Ernst Handel","Queso Cabrales",21,15,"1997-10-09","1997-11-06","1997-10-17",272.47,"Roland Mendel","Sales Manager"
"Ernst Handel","Queso Cabrales",16.8,30,"1997-02-11","1997-03-11","1997-02-18",47.94,"Roland Mendel","Sales Manager"
"Ernst Handel","Tourtière",5.9,80,"1997-02-11","1997-03-11","1997-02-18",47.94,"Roland Mendel","Sales Manager"
"Ernst Handel","Louisiana Hot Spiced Okra",13.6,60,"1997-02-11","1997-03-11","1997-02-18",47.94,"Roland Mendel","Sales Manager"
"Ernst Handel","Singaporean Hokkien Fried Mee",14,12,"1997-12-15","1998-01-12","1997-12-18",351.53,"Roland Mendel","Sales Manager"
"Ernst Handel","Rogede sild",9.5,27,"1997-12-15","1998-01-12","1997-12-18",351.53,"Roland Mendel","Sales Manager"
"Ernst Handel","Manjimup Dried Apples",53,120,"1997-12-15","1998-01-12","1997-12-18",351.53,"Roland Mendel","Sales Manager"
"Ernst Handel","Wimmers gute Semmelknödel",33.25,4,"1998-03-23","1998-04-20","1998-04-01",74.6,"Roland Mendel","Sales Manager"
"Ernst Handel","Guaraná Fantástica",4.5,30,"1998-03-23","1998-04-20","1998-04-01",74.6,"Roland Mendel","Sales Manager"
"Ernst Handel","Queso Manchego La Pastora",38,30,"1998-03-23","1998-04-20","1998-04-01",74.6,"Roland Mendel","Sales Manager"
"Ernst Handel","Longlife Tofu",8,36,"1996-07-23","1996-08-20","1996-07-31",146.06,"Roland Mendel","Sales Manager"
"Ernst Handel","Nord-Ost Matjeshering",20.7,60,"1996-07-23","1996-08-20","1996-07-31",146.06,"Roland Mendel","Sales Manager"
"Ernst Handel","Guaraná Fantástica",3.6,28,"1996-07-23","1996-08-20","1996-07-31",146.06,"Roland Mendel","Sales Manager"
"Ernst Handel","Sir Rodney's Marmalade",81,39,"1997-04-22","1997-05-20","1997-05-16",789.95,"Roland Mendel","Sales Manager"
"Ernst Handel","Rössle Sauerkraut",45.6,35,"1997-04-22","1997-05-20","1997-05-16",789.95,"Roland Mendel","Sales Manager"
"Ernst Handel","Gnocchi di nonna Alice",38,70,"1997-04-22","1997-05-20","1997-05-16",789.95,"Roland Mendel","Sales Manager"
"Ernst Handel","Louisiana Fiery Hot Pepper Sauce",21.05,39,"1997-04-22","1997-05-20","1997-05-16",789.95,"Roland Mendel","Sales Manager"
"Ernst Handel","Rhönbräu Klosterbier",7.75,50,"1997-04-22","1997-05-20","1997-05-16",789.95,"Roland Mendel","Sales Manager"
"Ernst Handel","Chang",15.2,50,"1996-07-17","1996-08-14","1996-07-23",140.51,"Roland Mendel","Sales Manager"
"Ernst Handel","Chef Anton's Gumbo Mix",17,65,"1996-07-17","1996-08-14","1996-07-23",140.51,"Roland Mendel","Sales Manager"
"Ernst Handel","Mascarpone Fabioli",25.6,6,"1996-07-17","1996-08-14","1996-07-23",140.51,"Roland Mendel","Sales Manager"
"Ernst Handel","Flotemysost",21.5,14,"1997-09-12","1997-10-10","1997-09-19",78.09,"Roland Mendel","Sales Manager"
"Ernst Handel","Gudbrandsdalsost",36,45,"1997-09-12","1997-10-10","1997-09-19",78.09,"Roland Mendel","Sales Manager"
"Ernst Handel","Chartreuse verte",18,130,"1997-12-03","1997-12-31","1997-12-08",145.45,"Roland Mendel","Sales Manager"
"Ernst Handel","Singaporean Hokkien Fried Mee",14,28,"1997-06-17","1997-07-29","1997-07-04",26.06,"Roland Mendel","Sales Manager"
"Ernst Handel","Pavlova",13.9,60,"1996-07-23","1996-08-20","1996-07-31",146.06,"Roland Mendel","Sales Manager"
"Ernst Handel","Aniseed Syrup",10,20,"1997-12-03","1997-12-31","1997-12-08",145.45,"Roland Mendel","Sales Manager"
"Ernst Handel","Steeleye Stout",18,30,"1997-07-10","1997-08-07","1997-07-14",96.78,"Roland Mendel","Sales Manager"
"Ernst Handel","Sirop d'érable",28.5,120,"1997-07-10","1997-08-07","1997-07-14",96.78,"Roland Mendel","Sales Manager"
"Ernst Handel","Gudbrandsdalsost",36,65,"1997-07-10","1997-08-07","1997-07-14",96.78,"Roland Mendel","Sales Manager"
"Ernst Handel","Camembert Pierrot",34,100,"1998-02-18","1998-03-18","1998-02-23",162.75,"Roland Mendel","Sales Manager"
"Ernst Handel","Boston Crab Meat",18.4,91,"1998-02-18","1998-03-18","1998-02-23",162.75,"Roland Mendel","Sales Manager"
"Ernst Handel","Chartreuse verte",18,45,"1998-02-18","1998-03-18","1998-02-23",162.75,"Roland Mendel","Sales Manager"
"Ernst Handel","Guaraná Fantástica",4.5,110,"1998-02-18","1998-03-18","1998-02-23",162.75,"Roland Mendel","Sales Manager"
"Familia Arquibaldo","Tourtière",7.45,30,"1997-08-29","1997-09-26","1997-09-03",176.81,"Aria Cruz","Marketing Assistant"
"Familia Arquibaldo","Perth Pasties",32.8,25,"1997-08-29","1997-09-26","1997-09-03",176.81,"Aria Cruz","Marketing Assistant"
"Familia Arquibaldo","Guaraná Fantástica",3.6,15,"1996-12-18","1997-01-01","1996-12-25",13.99,"Aria Cruz","Marketing Assistant"
"Familia Arquibaldo","Zaanse koeken",9.5,6,"1997-04-21","1997-05-19","1997-04-24",3.53,"Aria Cruz","Marketing Assistant"
"Familia Arquibaldo","Jack's New England Clam Chowder",9.65,12,"1997-10-31","1997-11-28","1997-11-05",10.83,"Aria Cruz","Marketing Assistant"
"Familia Arquibaldo","Spegesild",12,9,"1997-04-21","1997-05-19","1997-04-24",3.53,"Aria Cruz","Marketing Assistant"
"Familia Arquibaldo","Nord-Ost Matjeshering",25.89,30,"1997-08-29","1997-09-26","1997-09-03",176.81,"Aria Cruz","Marketing Assistant"
"Familia Arquibaldo","Rhönbräu Klosterbier",7.75,50,"1997-06-26","1997-07-24","1997-07-02",3.01,"Aria Cruz","Marketing Assistant"
"Familia Arquibaldo","Chartreuse verte",14.4,50,"1996-11-06","1996-12-04","1996-11-08",3.1,"Aria Cruz","Marketing Assistant"
"Familia Arquibaldo","Sasquatch Ale",11.2,10,"1996-12-18","1997-01-01","1996-12-25",13.99,"Aria Cruz","Marketing Assistant"
"Familia Arquibaldo","Boston Crab Meat",14.7,4,"1996-11-06","1996-12-04","1996-11-08",3.1,"Aria Cruz","Marketing Assistant"
"Familia Arquibaldo","Rhönbräu Klosterbier",6.2,6,"1996-11-06","1996-12-04","1996-11-08",3.1,"Aria Cruz","Marketing Assistant"
"Familia Arquibaldo","Teatime Chocolate Biscuits",7.3,18,"1997-01-14","1997-02-11","1997-01-17",21.48,"Aria Cruz","Marketing Assistant"
"Familia Arquibaldo","Guaraná Fantástica",4.5,10,"1997-04-21","1997-05-19","1997-04-24",3.53,"Aria Cruz","Marketing Assistant"
"Familia Arquibaldo","Filo Mix",7,4,"1997-10-31","1997-11-28","1997-11-05",10.83,"Aria Cruz","Marketing Assistant"
"Familia Arquibaldo","Geitost",2,50,"1997-01-14","1997-02-11","1997-01-17",21.48,"Aria Cruz","Marketing Assistant"
"Familia Arquibaldo","Pâté chinois",24,6,"1997-10-31","1997-11-28","1997-11-05",10.83,"Aria Cruz","Marketing Assistant"
"Familia Arquibaldo","Camembert Pierrot",34,12,"1997-04-21","1997-05-19","1997-04-24",3.53,"Aria Cruz","Marketing Assistant"
"Familia Arquibaldo","NuNuCa Nuß-Nougat-Creme",11.2,10,"1996-11-06","1996-12-04","1996-11-08",3.1,"Aria Cruz","Marketing Assistant"
"Folies gourmandes","Scottish Longbreads",12.5,18,"1997-12-22","1998-01-19","1997-12-31",100.6,"Martine Rancé","Assistant Sales Agent"
"Folies gourmandes","Tarte au sucre",39.4,35,"1997-01-08","1997-02-05","1997-01-14",11.26,"Martine Rancé","Assistant Sales Agent"
"Folies gourmandes","Tourtière",5.9,6,"1997-01-08","1997-02-05","1997-01-14",11.26,"Martine Rancé","Assistant Sales Agent"
"Folies gourmandes","Vegie-spread",43.9,30,"1997-12-22","1998-01-19","1997-12-31",100.6,"Martine Rancé","Assistant Sales Agent"
"Folies gourmandes","Gravad lax",20.8,10,"1997-01-08","1997-02-05","1997-01-14",11.26,"Martine Rancé","Assistant Sales Agent"
"Folies gourmandes","Steeleye Stout",18,15,"1997-12-22","1998-01-19","1997-12-31",100.6,"Martine Rancé","Assistant Sales Agent"
"Folies gourmandes","Gustaf's Knäckebröd",21,6,"1997-12-03","1997-12-31","1997-12-08",37.35,"Martine Rancé","Assistant Sales Agent"
"Folies gourmandes","Carnarvon Tigers",62.5,30,"1997-12-22","1998-01-19","1997-12-31",100.6,"Martine Rancé","Assistant Sales Agent"
"Folies gourmandes","Raclette Courdavault",44,12,"1997-03-20","1997-04-17","1997-03-24",1.35,"Martine Rancé","Assistant Sales Agent"
"Folies gourmandes","Zaanse koeken",7.6,30,"1997-03-20","1997-04-17","1997-03-24",1.35,"Martine Rancé","Assistant Sales Agent"
"Folies gourmandes","Carnarvon Tigers",62.5,50,"1997-08-15","1997-09-12","1997-08-21",487.38,"Martine Rancé","Assistant Sales Agent"
"Folies gourmandes","Guaraná Fantástica",4.5,20,"1997-12-03","1997-12-31","1997-12-08",37.35,"Martine Rancé","Assistant Sales Agent"
"Folies gourmandes","Manjimup Dried Apples",53,15,"1997-08-15","1997-09-12","1997-08-21",487.38,"Martine Rancé","Assistant Sales Agent"
"Folies gourmandes","Uncle Bob's Organic Dried Pears",30,35,"1997-08-15","1997-09-12","1997-08-21",487.38,"Martine Rancé","Assistant Sales Agent"
"Folies gourmandes","Rhönbräu Klosterbier",7.75,2,"1997-08-15","1997-09-12","1997-08-21",487.38,"Martine Rancé","Assistant Sales Agent"
"Folies gourmandes","Sir Rodney's Scones",10,40,"1997-12-03","1997-12-31","1997-12-08",37.35,"Martine Rancé","Assistant Sales Agent"
"Folk och fä HB","Pâté chinois",24,30,"1998-02-23","1998-03-23","1998-03-03",44.15,"Maria Larsson","Owner"
"Folk och fä HB","Jack's New England Clam Chowder",9.65,12,"1998-01-09","1998-02-06","1998-01-30",1.23,"Maria Larsson","Owner"
"Folk och fä HB","Uncle Bob's Organic Dried Pears",30,60,"1998-04-06","1998-05-04","1998-04-14",197.3,"Maria Larsson","Owner"
"Folk och fä HB","Gula Malacca",19.45,10,"1997-06-06","1997-07-04","1997-06-09",242.21,"Maria Larsson","Owner"
"Folk och fä HB","Manjimup Dried Apples",53,50,"1997-06-06","1997-07-04","1997-06-09",242.21,"Maria Larsson","Owner"
"Folk och fä HB","Chartreuse verte",18,16,"1997-12-02","1997-12-30","1997-12-09",328.74,"Maria Larsson","Owner"
"Folk och fä HB","Lakkalikööri",18,50,"1998-04-27","1998-05-25","1998-05-05",59.41,"Maria Larsson","Owner"
"Folk och fä HB","Jack's New England Clam Chowder",9.65,35,"1998-04-01","1998-04-29","1998-04-10",8.81,"Maria Larsson","Owner"
"Folk och fä HB","Zaanse koeken",9.5,30,"1997-12-02","1997-12-30","1997-12-09",328.74,"Maria Larsson","Owner"
"Folk och fä HB","Röd Kaviar",15,24,"1997-05-12","1997-06-09","1997-05-22",188.04,"Maria Larsson","Owner"
"Folk och fä HB","Louisiana Hot Spiced Okra",17,50,"1997-12-11","1997-12-25","1997-12-12",48.2,"Maria Larsson","Owner"
"Folk och fä HB","Mozzarella di Giovanni",34.8,24,"1997-05-12","1997-06-09","1997-05-22",188.04,"Maria Larsson","Owner"
"Folk och fä HB","Thüringer Rostbratwurst",123.79,50,"1998-04-01","1998-04-29","1998-04-10",8.81,"Maria Larsson","Owner"
"Folk och fä HB","Manjimup Dried Apples",53,28,"1997-12-02","1997-12-30","1997-12-09",328.74,"Maria Larsson","Owner"
"Folk och fä HB","Gnocchi di nonna Alice",38,60,"1997-12-02","1997-12-30","1997-12-09",328.74,"Maria Larsson","Owner"
"Folk och fä HB","Chef Anton's Cajun Seasoning",22,50,"1997-05-12","1997-06-09","1997-05-22",188.04,"Maria Larsson","Owner"
"Folk och fä HB","Sirop d'érable",28.5,30,"1998-02-10","1998-03-24","1998-02-18",88.01,"Maria Larsson","Owner"
"Folk och fä HB","Tunnbröd",9,30,"1998-02-10","1998-03-24","1998-02-18",88.01,"Maria Larsson","Owner"
"Folk och fä HB","Flotemysost",17.2,6,"1996-12-10","1997-01-07","1996-12-19",5.44,"Maria Larsson","Owner"
"Folk och fä HB","Queso Cabrales",16.8,6,"1997-02-03","1997-03-03","1997-02-13",17.92,"Maria Larsson","Owner"
"Folk och fä HB","Lakkalikööri",14.4,18,"1997-02-03","1997-03-03","1997-02-13",17.92,"Maria Larsson","Owner"
"Folk och fä HB","Scottish Longbreads",10,21,"1997-02-28","1997-03-28","1997-03-03",16.27,"Maria Larsson","Owner"
"Folk och fä HB","Rhönbräu Klosterbier",6.2,4,"1997-02-28","1997-03-28","1997-03-03",16.27,"Maria Larsson","Owner"
"Folk och fä HB","Rhönbräu Klosterbier",7.75,40,"1998-03-27","1998-05-08","1998-04-17",1.26,"Maria Larsson","Owner"
"Folk och fä HB","Gorgonzola Telino",12.5,2,"1997-12-11","1997-12-25","1997-12-12",48.2,"Maria Larsson","Owner"
"Folk och fä HB","Chang",15.2,25,"1996-10-11","1996-11-08","1996-10-14",63.36,"Maria Larsson","Owner"
"Folk och fä HB","Jack's New England Clam Chowder",7.7,25,"1996-07-24","1996-08-21","1996-08-23",3.67,"Maria Larsson","Owner"
"Folk och fä HB","Outback Lager",15,9,"1998-01-09","1998-02-06","1998-01-30",1.23,"Maria Larsson","Owner"
"Folk och fä HB","Queso Cabrales",16.8,50,"1996-10-11","1996-11-08","1996-10-14",63.36,"Maria Larsson","Owner"
"Folk och fä HB","Nord-Ost Matjeshering",20.7,35,"1996-10-11","1996-11-08","1996-10-14",63.36,"Maria Larsson","Owner"
"Folk och fä HB","Escargots de Bourgogne",10.6,30,"1996-10-11","1996-11-08","1996-10-14",63.36,"Maria Larsson","Owner"
"Folk och fä HB","Rhönbräu Klosterbier",7.75,12,"1998-03-17","1998-04-14","1998-03-20",3.26,"Maria Larsson","Owner"
"Folk och fä HB","Tarte au sucre",49.3,6,"1998-02-23","1998-03-23","1998-03-03",44.15,"Maria Larsson","Owner"
"Folk och fä HB","Chang",15.2,35,"1996-07-24","1996-08-21","1996-08-23",3.67,"Maria Larsson","Owner"
"Folk och fä HB","Outback Lager",15,50,"1998-02-10","1998-03-24","1998-02-18",88.01,"Maria Larsson","Owner"
"Folk och fä HB","Chartreuse verte",18,30,"1998-03-26","1998-04-23","1998-04-10",208.5,"Maria Larsson","Owner"
"Folk och fä HB","Zaanse koeken",9.5,30,"1998-03-26","1998-04-23","1998-04-10",208.5,"Maria Larsson","Owner"
"Folk och fä HB","Manjimup Dried Apples",53,10,"1998-03-26","1998-04-23","1998-04-10",208.5,"Maria Larsson","Owner"
